source_language,target_language,source_text,target_text
twi,chinese,Mnununkum a mframagya ahodoɔ wɔ mu,星云
twi,chinese,Etwam,消极的
twi,chinese,Aboa adwene,神经系统
twi,chinese,Tumi no nsesa,净力
twi,chinese,Adwenemu fa,神经元
twi,chinese,Onni afa biara,中性的
twi,chinese,Neutro,中子
twi,chinese,Newton,牛顿
twi,chinese,Tenebea (tenabea),利基
twi,chinese,Ɛhan atwa kanko,雨云
twi,chinese,Nitrogen,氮
twi,chinese,Mframagya a yɛfrɛ no noble,惰性气体
twi,chinese,Abɔdeɛ a ɛntease (Abɔde a nkwa nnim),无生命的东西
twi,chinese,Deɛ ɛnnyɛ dadeɛ,非金属
twi,chinese,Adeɛ a yɛntumi nsesamu bio,不可再生的
twi,chinese,Ahoɔden a efri deɛ a yɛntumi nsesamu bio,不可再生能源
twi,chinese,Nnepa a efri deɛ a yɛntumi nsesamu bio,不可再生资源
twi,chinese,Ɛhwene,鼻子
twi,chinese,Ahoɔden a efri nukluɛɛ mu,核能
twi,chinese,Nukluɛɛ a emu rekyekyɛ,核聚变
twi,chinese,Nukleus,核
twi,chinese,Aduane mu nnuro,养分
twi,chinese,Adeɛ,目的
twi,chinese,Nokwafoɔ,客观的
twi,chinese,lɛns a ɛbɛn nea wɔrehwɛ no paa,物镜
twi,chinese,Adeɛ a wo ahyɛ ne nso,观察
twi,chinese,Fa w’ani di akyire,观察
twi,chinese,Nya,获得
twi,chinese,Esi,发生
twi,chinese,Ɛpo baatan/asu bun,海洋
twi,chinese,Pampan,气味
twi,chinese,Deɛ y’awoɔ/aseni,后代
twi,chinese,Aboa a odia boa biara (aboa a ɔwe nam ne nhabamma nyinaa),杂食动物
twi,chinese,Abɔdeɛ a ɔwɔ sɛll baako,单细胞生物
twi,chinese,Epu frimu,软泥
twi,chinese,Adwenkyerɛ,观点
twi,chinese,Kanko,轨道
twi,chinese,Ahyɛdeɛ,命令
twi,chinese,Nipadua mu akwaa,器官
twi,chinese,Nipadua mu akwaa nhyehyɛeɛ,器官系统
twi,chinese,Nipadua mu akwaawa,细胞器
twi,chinese,Abɔdeɛ a ɛtease,生物
twi,chinese,hyehyɛ,组织
twi,chinese,Ne tebea ankasa,原来的
twi,chinese,Aboa/nnipa nkosua,子房
twi,chinese,Aboroso pii,过剩
twi,chinese,Di so nkunim,克服
twi,chinese,Emufoɔ dɔɔso dodo,人口过剩
twi,chinese,Ɔbaa kosua etumi pae,胚珠
twi,chinese,Ɔksegen (mframa pa),氧
twi,chinese,Mframagya ozone,臭氧
twi,chinese,Ntwaho a enhyia,并联电路
twi,chinese,Abɔdeɛ a odidi ɔfoforɔ ho,寄生虫
twi,chinese,Awofoɔ no sɛll,母细胞
twi,chinese,Adeɛ,粒子
twi,chinese,Anweneɛ,图案
twi,chinese,Dibea ho nfonin,谱系图
twi,chinese,Susu sɛ,感知
twi,chinese,Ɔha mu nkyemu,百分比/百分比
twi,chinese,Berɛ bi,时期
twi,chinese,Ɛpono a y’ahyehyɛ ɔbɔ adeɛ nnuro,元素周期表
twi,chinese,Stim a ɛwɔ hɔ afebɔɔ,永磁体
twi,chinese,Aduro a ekum aboa a odidi ofofrɔ ho,农药
twi,chinese,Famngo,石油
twi,chinese,Ɛfa,阶段
twi,chinese,Anwanwadeɛ,现象
twi,chinese,Kwan a nhahan de awia dane aduane,光合作用
twi,chinese,Deɛ anihunu,身体的
twi,chinese,Deɛ anihunu nsesae,物理变化
twi,chinese,Deɛ ani hunu no su,物理性质
twi,chinese,Deɛ ani hunu ho nwenweɛ,物理风化
twi,chinese,Nfonin,图片
twi,chinese,Atwa kanko,馅饼
twi,chinese,Nfonin a atwa kanko,饼图
twi,chinese,Nkonta mu nfonin atwa kanko,饼图
twi,chinese,Nhwiren fa baabi a ɛyɛ ɔbaa,雌蕊
twi,chinese,Ɛnee nnyegyeɛ,沥青
twi,chinese,Kyinsroma (okyinsoroma),行星
twi,chinese,Mfueɛ/afifide,植物
twi,chinese,Mfueɛ kubaatan,植物界
twi,chinese,Mogya mu akwaa a ɛma no yɛ nsuonsuo,等离子体
twi,chinese,Plɛte (mogya mu nneɛma a ɛyɛ ntrantraa),盘子
twi,chinese,Plɛte tetonike ɛkɔ so wɔ asaase mu,板块构造
twi,chinese,Awuduro,毒
twi,chinese,Ɛfa atifi ne atɔeɛ,极性
twi,chinese,Polen,花粉
twi,chinese,Polen a akɔ gu nhweren fa a ɛyɛ ɔbaa so,授粉
twi,chinese,Adeɛ a ɛde fi ba,污染物
twi,chinese,Efiyɔ,污染
twi,chinese,Gyinabea,位置
twi,chinese,Ɛyɛ papa,积极的
twi,chinese,Ahoɔden a ɛwɔ adeɛ ɛnam baabi a ogyina nti,势能
twi,chinese,Mma a y’ayɛ no akuoakuo edu,十的幂表示法
twi,chinese,Nsutɔ,沉淀
twi,chinese,Deɛ okum,捕食者
twi,chinese,Hwɛ pɛtɛ takra mu ka (fa w ‘adwene bu),预测
twi,chinese,Wo tumi hunu deɛ ɛrekɔ,可预测的
twi,chinese,Fa w’anibu na ka,预言
twi,chinese,Sɛ ɛwɔ hɔ (mprempren),在场
twi,chinese,Kora so,保存
twi,chinese,Nhyɛsoɔ,压力
twi,chinese,Deɛ ɛwɔ hɔ seesei ara,盛行的
twi,chinese,Mframa a ɛwɔ hɔ seese iara,盛行风
twi,chinese,Dada deɛ (nea atwa mu),以前的
twi,chinese,Aboa ɔfoforɔ kye ne we,猎物
twi,chinese,Deɛ edi kan koraa,基本的
twi,chinese,Deɛ ebetumi aba/ebia,可能
twi,chinese,Kwan a wonam so yɛ,程序
twi,chinese,Kwan a wonam so,过程
twi,chinese,yɛ,生产
twi,chinese,nea ɔyɔeɛ,制片人
twi,chinese,Adeɛ a efri mu ba,产品
twi,chinese,Prokaryotik,原核生物的
twi,chinese,Yɛbea ahodoɔ,特性
twi,chinese,Agyapadeɛ,财产
twi,chinese,Bɔ ho ban,保护
twi,chinese,Aduane duro proten,蛋白质
twi,chinese,Protista,原生生物
twi,chinese,Fama,提供
twi,chinese,Ntwahodeɛ,滑轮
twi,chinese,Punnet adaka,彭内特广场
twi,chinese,Osa,蛹
twi,chinese,Botae,目的
twi,chinese,Apiapia ne atwetwe,推和拉
twi,chinese,Radiehyɛn,辐射
twi,chinese,Etumi pu rediahyɛn,放射性的
twi,chinese,radioisotope,放射性同位素
twi,chinese,Sɛso a akyea,稀疏
twi,chinese,Anosom,速度
twi,chinese,Ɛkan,射线
twi,chinese,Ma anoyie,反应
twi,chinese,Nea ɛma muaeɛ,反应物
twi,chinese,Hyehyɛ bio,重新排列
twi,chinese,Nyinasoɔ/atirmpɔw,原因
twi,chinese,Ma won sa nka/gye,收到
twi,chinese,Y’ahyɛneso,隐性的
twi,chinese,Gene a ɔfoforɔ ahyɛso,隐性基因
twi,chinese,Hyɛ ne nso,认出
twi,chinese,Kye to hɔ/kyerɛw to hɔ,记录
twi,chinese,Trumuu,直肠
twi,chinese,Fadi dwuma bio,回收
twi,chinese,Teso,减少
twi,chinese,Dane ma,参考
twi,chinese,Twa wo sɛso,反映
twi,chinese,Sɛ ɛretwa ne sɛ so,反射
twi,chinese,Ahokeka,反射
twi,chinese,Etwa nsɛso a akyea,折射
twi,chinese,Sɛ ɛretwa nsɛso a akyea,折射
twi,chinese,Hyɛ ho mmara,规定
twi,chinese,Twaka,关系
twi,chinese,Twaka a ɛda abɔdeɛ a ɛte ase ahodoɔ mu,生物体中的关系
twi,chinese,Twaka a edada abɔdeɛ mu,相对湿度
twi,chinese,Gyae mu,发布
twi,chinese,Mfasoɔ wɔ so,相关的
twi,chinese,Aka hɔ saa,保持不变
twi,chinese,Nkaseɛ (nea aka),遗迹
twi,chinese,Adeɛ a yɛtumi nsesamu bio,可再生
twi,chinese,Ahoɔden a efri deɛ a yɛtumi nsesamu bio,可再生能源
twi,chinese,Nnepa a efri deɛ a yɛtumi nsesamu bio,可再生资源
twi,chinese,Siesie,维修
twi,chinese,Si ananmu,代表
twi,chinese,Wo,复制
twi,chinese,Ɛfa awoɔ ho,生殖
twi,chinese,Etumi wo ne sɛso,生殖
twi,chinese,Mmoa kuo bi te sɛ awɔwɔ n’asefoɔ (mmoa a wɔwea),爬虫
twi,chinese,Ɛyɛ nhyɛ (ahwehwɛde/ahiade),必需的
twi,chinese,Si kwan (ko tia),抵抗
twi,chinese,Adeɛ ntumi no,抵抗
twi,chinese,Nnepa,资源
twi,chinese,Ahomee,呼吸
twi,chinese,Ahomee ho nhyehyɛeɛ,呼吸系统
twi,chinese,Ma muaeɛ/yi ano,回应
twi,chinese,Muaeɛ/ano yi,回复
twi,chinese,Deɛ ntia/asɛde,负责任的
twi,chinese,Hyɛ anan mu,恢复
twi,chinese,Deɛ ɛkɔ wie/nea efi mu ba,结果
twi,chinese,San fa di dwuma,重用
twi,chinese,Akyirikɔ,撤销
twi,chinese,Deɛ etwa fa ho,革命
twi,chinese,Etwa fa ho,围绕
twi,chinese,Botan,岩石
twi,chinese,Botan bra ntwaho,岩石循环
twi,chinese,Dwumadie,角色
twi,chinese,Nhini,根
twi,chinese,Etwa ne ho,旋转
twi,chinese,Ntwaho,旋转
twi,chinese,Nsusuan,径流
twi,chinese,Wenaakyene/nkanare,锈
twi,chinese,Ntɛsuo,唾液
twi,chinese,Wore twa ntɛsuo/ano nsu a wɔyɛ,流口水
twi,chinese,Mfatoho (nhwɛsode ahorow),样品
twi,chinese,Nsɛneɛ (nsɛnia),规模
twi,chinese,Ɛho yɛden (ɛho yɛ na),稀缺
twi,chinese,Abɔdeɛ mu nyansapɛ (Abɔde mu nyansahu),科学
twi,chinese,Ɛfa abɔdeɛ mu nyansapɛ ho (fa abɔdeɛ mu nyansapɛ ho,科学（使用适当的科学工具）
twi,chinese,Mfeefeemu wɔ Abɔdeɛ mu nyansapɛ mu,科学探究
twi,chinese,Nhwehwɛmu wɔ abɔdeɛ mu nyansapɛ mu,科学研究
twi,chinese,Mmara a ɛwɔ abɔdeɛ mu nyansapɛ mu,科学法
twi,chinese,Edin wɔ abɔdeɛ mu nyansapɛ mu,学名
twi,chinese,Adwendwene wɔ abɔdeɛ mu nyansapɛ ho,科学思维
twi,chinese,Wrɛwrɛ,刮
twi,chinese,Skruu,拧紧
twi,chinese,Bepɔ a epue ɛpo ase,海底扩张
twi,chinese,Ɛpo gyinabre,海平面
twi,chinese,Mmerɛ,季节
twi,chinese,Akyiriadeɛ/ntoaso,中学
twi,chinese,Adeɛ ada aseɛ,沉淀
twi,chinese,Nneɛma a adeda aseɛ na ayɛden adane botan (dɔte a adan ɔbo),沉积岩
twi,chinese,Sɛ nneɛma deda aseɛ (Sɛnea dɔte dan abo),沉降
twi,chinese,Aduaba,种子
twi,chinese,Dua a afefɛ,幼苗
twi,chinese,Enwunu,渗透
twi,chinese,Yiyi,选择
twi,chinese,Awoɔ a ye yiyi mu,选择性育种
twi,chinese,Atenka,感觉
twi,chinese,Nipadua akwaa a enya atenka bi,感觉器官
twi,chinese,Ɛrehyehyɛ,测序
twi,chinese,Nyinam fidie a edidiso,串联电路
twi,chinese,Ada aseɛ,定居
twi,chinese,Nsu fi,污水
twi,chinese,Sɛll a ɛfa nna nsɛm ho,性细胞
twi,chinese,Sɛll a ɛfa nna nsɛm ahodoɔ ho,性细胞
twi,chinese,Ɛfa nna mu nsɛm,性的
twi,chinese,Abosuo,形状
twi,chinese,Konkura a edura aboa ho,壳
twi,chinese,Bepɔ mu nsugya,盾状火山
twi,chinese,Awosoɔ/ahopopo,颤抖
twi,chinese,Fɛreɛ,害羞的
twi,chinese,Ehia,重要的
twi,chinese,Edi nsɛ,相似
twi,chinese,Afidie a ɛnnyɛ nwonworan,简单的机器
twi,chinese,Alam,警笛
twi,chinese,Tebea,情况
twi,chinese,Adeɛ bi kɛseɛ,尺寸
twi,chinese,Nnompe ho ntini,骨骼肌
twi,chinese,Nnompe nhyehyɛeɛ,骨骼系统
twi,chinese,Nson ketewa,小肠
twi,chinese,Nwusie,烟雾
twi,chinese,Ntini a ɛho tromtrom,平滑肌
twi,chinese,Anwea/dɔte,土壤
twi,chinese,Sɛdeɛ anwea/dɔte teɛ wɔ nsa ano,土壤质地
twi,chinese,Batre a ɛde owia na ɛkyagye,太阳能电池
twi,chinese,Nsroma kye awia,日食
twi,chinese,Tumi a efri owia mu,太阳能
twi,chinese,Owia nhyehyɛdeɛ (okyin nsoroma),太阳系
twi,chinese,Ɛyɛ den,坚硬的
twi,chinese,Ɛreyɛ den,凝固
twi,chinese,sɛnea ade tumi hono wɔ nsuo mu,溶解度
twi,chinese,nea ɛhono gu nsu mu,溶质
twi,chinese,Nsuo a adeɛ anane agu mu,解决方案
twi,chinese,nsuo a ade anan agu mu (nsu a etumi nan de),溶剂
twi,chinese,Ɛnee nyegyeɛ (nnyigyei),声音
twi,chinese,Afidie a ɛkye ɛnee gi hɔ (afiri a ɛkyere nnyigyei),录音机
twi,chinese,Ne farebae/fibea,来源
twi,chinese,Ewiemu (ahummu)/ahun mu,空间
twi,chinese,Kwadaremu (ho akokwaw mu),专门化
twi,chinese,Abɔdeɛ a ɛte ase kuo ankasa,物种
twi,chinese,Pɔtee,具体的
twi,chinese,Mfatoho (nsusuwso),标本
twi,chinese,Mmirika,速度
twi,chinese,Barima ho nsuo nkwammoa,精子
twi,chinese,Pigu (puw gu),洒
twi,chinese,Akyi brɛmo,脊髓
twi,chinese,Adeɛ a etwa ne ho si fam,螺旋
twi,chinese,Sapɔ,海绵
twi,chinese,Mfrofrowa,孢子
twi,chinese,Atwetan,春天
twi,chinese,atwetan nsɛneɛ,弹簧秤
twi,chinese,Afefɛ,发芽
twi,chinese,Nyinya w’anim,眯
twi,chinese,Enhinhim,稳定的
twi,chinese,Gyinabrɛ ahodoɔ,阶段
twi,chinese,Nhweren fa a ɛyɛ barima,蕊
twi,chinese,Nsroma,星星
twi,chinese,Stakye,淀粉
twi,chinese,Tebea,状态
twi,chinese,Kyage a etim faako,静电荷
twi,chinese,Nyinam a etim faako,静电
twi,chinese,Dua mfinfnin,干
twi,chinese,Nhwiren fa baabi a ɛyɛ barima ano,柱头
twi,chinese,Nkenyan hyɛ,刺激
twi,chinese,Yafunu,胃
twi,chinese,Afidie a yɛde hwɛ berɛ,跑表
twi,chinese,Ahokyerɛ,拉紧
twi,chinese,Ntotoeɛ,战略
twi,chinese,Strato,云层
twi,chinese,Mununkum a ɛbɛn fam,层云
twi,chinese,Nsensaneɛ a ɛkɔ tee,条纹
twi,chinese,Se wore atumi atena wo nhyehyɛdeɛ mu,结构适应
twi,chinese,Nhyehyɛdeɛ,结构
twi,chinese,Adeboɔ dane mframa,升华
twi,chinese,Anwea a ɛwɔ asaase mu,底土
twi,chinese,Adeɛ,物质
twi,chinese,Asikyire,糖
twi,chinese,Sulfurik asid,硫酸
twi,chinese,Bɔ ne tɔfa (bɔ no mua),总结
twi,chinese,Owia,太阳
twi,chinese,nsoroma a etu,超新星
twi,chinese,Mmoa,支持
twi,chinese,Anii,表面
twi,chinese,Mfeefeemu,民意调查
twi,chinese,wore tena nkwa mu,生存
twi,chinese,Sɛ wore tena kwan mu,生存
twi,chinese,tena kwa mu,存活
twi,chinese,Afrɔ mu,沼泽
twi,chinese,Mfifire,汗
twi,chinese,Sesa mu,转变
twi,chinese,Nhyehyɛeɛ,系统
twi,chinese,Ɛpono,桌子
twi,chinese,Ɛnkyene a yɛdi,食盐
twi,chinese,Konkontibaa,蝌蚪
twi,chinese,Ahoma a yɛde susu adeɛ,卷尺
twi,chinese,Abɛɛfo mfidie,技术
twi,chinese,Afidie a yɛde hwɛ adeɛ a ɛwɔ akyire yie,望远镜
twi,chinese,Bea awɔ wɔ hɔ,温带
twi,chinese,Adeɛ hyeɛ anaa ne nwunu,温度
twi,chinese,Stim a ennihɔ afebɔɔ,临时磁铁
twi,chinese,Kyinsroma a botan wɔ mu,类地行星
twi,chinese,Nsɔhwɛ,测试
twi,chinese,Nimdeɛ mu botrimuka,理论
twi,chinese,Tumi a efri ɔhyew mu,热能
twi,chinese,Afidie a yɛde susu adehyeɛ,温度计
twi,chinese,Apranaa dwidwam,雷雨
twi,chinese,Asrɔkye,潮
twi,chinese,Akyea,倾斜
twi,chinese,Ɛkyeaɛ,斜
twi,chinese,Berɛ,时间
twi,chinese,Abɔdeɛ mu adeɛ,组织
twi,chinese,Anwenade,工具
twi,chinese,Anwia a ɛwɔ soro (dɔte a ɛwɔ asase ani),表土
twi,chinese,Ohum/ahum,龙卷风
twi,chinese,Tokro a mframa famu wɔ nipadua mu,气管
twi,chinese,Wore sɛe biribi de anya biribi foforɔ,权衡
twi,chinese,Su,特征
twi,chinese,Yi kɔ baabi foforɔ,转移
twi,chinese,Sesa kɔ tebea foforɔ mu,转换
twi,chinese,Akɔneaba die,运输
twi,chinese,Akɔneabadie nhyehyɛeɛ,运输系统
twi,chinese,Transfɛs tumi a amunimuni (mmeamu/ntwamu),横
twi,chinese,Amena,沟
twi,chinese,Nsɔhwɛ,审判
twi,chinese,Beaɛ a awɔ nni so (beae a ɔhyew wɔ),热带
twi,chinese,Ewiem nnidisoɔ a etwa toɔ,对流层
twi,chinese,Adididaka,槽
twi,chinese,Dwoa a ɛhyɛ nnipa mu,瘤
twi,chinese,Drobɛn kɛseɛ,涡轮
twi,chinese,Asɔɔto (ahorow yɛ),类型
twi,chinese,Ahoɔden a ɛnnyɛ pɛ,不平衡的力量
twi,chinese,Ɛfa nsesaeɛ mu,经历变态
twi,chinese,Ɛnnyɛ pɛ,不等
twi,chinese,Abɔdeɛ a ne sɛll yɛ baako pɛ,单细胞的
twi,chinese,Adwenpɔ a edi nhyia,统一主题
twi,chinese,Ɛda nso,独特的
twi,chinese,Ewiase (amansan),宇宙
twi,chinese,Ennyina yie,不稳定
twi,chinese,Ahaban mu akwaa bi,液泡
twi,chinese,Amena a ɛhyɛ bepɔ mu (bon),谷
twi,chinese,Ntutuo,汽
twi,chinese,Nea etumi sesa,多变的
twi,chinese,Emu nsesa,变化
twi,chinese,Ahodoɔ,种类
twi,chinese,Ntinintini nhyehyɛeɛ,血管系统
twi,chinese,Ntinintini a ɛwɔ abɔdeɛ mu,维管组织
twi,chinese,Atosodeɛ,蔬菜
twi,chinese,Kaa,车辆
twi,chinese,Ntini a ɛde mogya kɔ akoma mu,静脉
twi,chinese,Mmirika,速度
twi,chinese,Ɛwɔ akyi dompe,脊椎动物
twi,chinese,ɛwosow,颤动
twi,chinese,Mmoawa ɛde yareɛ ba,病毒
twi,chinese,Ani tumi hunu,可见的
twi,chinese,Kanea a ani tumi hunu,可见光
twi,chinese,Nuane nnuro,维他命
twi,chinese,Egya a efri bepɔ mu dwumadie,火山活动
twi,chinese,Egya a efri bepɔ mu (bepɔ a apae),火山
twi,chinese,Afidie a esusu nyinam ahoɔden mu tumi,电压表
twi,chinese,Emu kɛseɛ,体积
twi,chinese,Dedɛɛdedɛɛ (boturobodwo),温暖的
twi,chinese,Nsuo,水
twi,chinese,Nsuo ntwaho (nsu kyinhyiadi),水循环
twi,chinese,Ntutuo,水蒸气
twi,chinese,Mframa teneten,波长
twi,chinese,Ewiem nhyehyɛeɛ,天气
twi,chinese,Aboɔ mu nwenweɛ,风化
twi,chinese,Adeɛ a wɔde fa nneɛma mmienu ntɛm,楔
twi,chinese,Emu duro,重量
twi,chinese,ntwaho ne ahoma afidie,轮轴
twi,chinese,Mogya mu adeɛ a ɛko tia nyarewa,白细胞
twi,chinese,Mframa/ahum,风
twi,chinese,Afidie a ɛkyerɛ baabi mframa ani hwɛ,风向标
twi,chinese,Nyansa,明智的
twi,chinese,Atwintwam,皱纹
twi,chinese,Bea,区
twi,chinese,Kosua a ahane,受精卵
twi,chinese,momma yɛmmɔ bɔɔl.,我们来玩躲避球吧。
twi,chinese,eye paa sɛ yɛrenka nsɛm pii.,最好不要说那么多。
twi,chinese,ná yɛn nyinaa resiesie ɔdan no mu a adagyew nnim koraa.,我们所有人都忙着打扫房间。
twi,chinese,midii nnanu wɔ ahɔhodan yi mu.,我在这家酒店住了两晚。
twi,chinese,"sɛ asamoah no, wankum abena.",阿萨莫阿没有杀死阿贝纳。
twi,chinese,obiara nni hɔ a wahaw.,没有人受伤。
twi,chinese,wɔfaa nyisaa.,他们收养了这个孤儿。
twi,chinese,wo mmoa bɛma yɛanya adwuma pii ayɛ.,你的帮助将为我们节省很多工作。
twi,chinese,"emu nea ɛwɔ he na wopɛ kan, asɛmpa no anaa asɛmmɔne no?",你首先想要哪个，好消息还是坏消息？
twi,chinese,kwaku ani sɔɔ mmoa a abena de maa no no.,kwaku 感谢阿贝纳的支持。
twi,chinese,mepɛ adamfo.,我想要一个朋友。
twi,chinese,biribiara nni hɔ a ebetumi afi wo nsa.,你没有什么可失去的。
twi,chinese,onyaa osuahu ahorow a ɛnnyɛ anigye pii.,他有过很多不愉快的经历。
twi,chinese,metraa fie kwasida a etwam no de gyee m'ahome.,上周日我在家放松。
twi,chinese,me maame kɔ ayaresabea anɔpa.,我妈妈早上去医院。
twi,chinese,nantew yiye da biara da.,每天散步。
twi,chinese,hena na wokɔɔ ne nkyɛn dwoda awia yi?,昨天下午你拜访了谁？
twi,chinese,wɔakyerɛ ne nhoma no ase akɔ japan kasa mu.,她的小说已被翻译成日文。
twi,chinese,kar bi reba.,有辆车来了。
twi,chinese,mɛyɛ biribiara ama wo.,我会为你做任何事。
twi,chinese,awarefo no de sika pii na ɛyɛɛ wɔn fie.,这对夫妇花了很多钱来装修他们的房子。
twi,chinese,amanaman ntam ahunmu dwumadibea no yɛ mfiridwuma mu nsakrae a ɛyɛ nwonwa.,国际空间站是一项令人惊叹的工程壮举。
twi,chinese,woyɛ obi a wommpɛ nnipa na wo tirim yɛ den,你是个卑鄙的人。
twi,chinese,Sɛ wobɛpɛ sɛ wo ne adwumam panyin no kasa?,您想和经理谈谈吗？
twi,chinese,ɔwɔ n'ankasa sika.,她自己有一些钱。
twi,chinese,migye di sɛ nea mereka no yɛ nokware.,我相信我是对的。
twi,chinese,kwabena daa me ase sɛ mesesaa n'abrabɔ.,夸贝纳感谢我改变了他的生活。
twi,chinese,woasɛ aberante/ababaa bio,你看起来更年轻。
twi,chinese,dɛn na wopɛ sɛ mede eyi yɛ?,你想让我用这个做什么？
twi,chinese,wubetumi abisa asɛm bi bere nyinaa.,您可以随时提出问题作为回报。
twi,chinese,ɔkyerɛw no fɛfɛɛfɛ.,他写得很漂亮。
twi,chinese,"sɛ edu anwummere 8:00 a, kar mfa saa kwan yi so.",晚上 8:00 以后，这条路上的交通就不多了。
twi,chinese,dɛn nti na ɔsrɛɛ mmoa?,她为什么寻求我们的帮助？
twi,chinese,"nea enti a ɛte saa ne sɛ, wɔbɔ bɔɔl ɔkyena.",明天有一场足球比赛。
twi,chinese,mepɛ sɛ meyɛ wo atuu kɛkɛ.,我只想拥抱你。
twi,chinese,kwabena soo biribiara a ɔwɔ wɔ adaka ketewa bi mu.,夸贝纳把他所有的东西都装在一个小手提箱里。
twi,chinese,wɔ ansi roma da koro.,罗马不是一天建成的。
twi,chinese,ná kwabena hia yɛn.,夸贝纳需要我们。
twi,chinese,adwumayɛfo no ankɔ me nkyɛn saa anadwo no.,那天晚上，工人们没有下到矿井里。
twi,chinese,asamoah nni adagyew.,阿萨莫阿很忙。
twi,chinese,ná minim sɛ mewɔ adwuma a ɛyɛ den paa.,我知道我的工作很艰巨。
twi,chinese,Sɛ wote nka saa?,你疯了吗？
twi,chinese,kwabena resusu sika dodow a ohia na ɔde awie fie no.,夸贝纳正在估算完成这座房子需要多少钱。
twi,chinese,"asamoah ne esi no, wɔrehwehwɛ john.",阿萨莫阿和 ESI 正在寻找约翰。
twi,chinese,m'ani nnye ho sɛ mɛtra ase.,我不想坐下来。
twi,chinese,saa ɔdan yi yɛ fɛ.,这座城堡很漂亮。
twi,chinese,kwaku frɛɛ me benada anɔpa nnɔn akron.,夸库昨天早上九点给我打电话。
twi,chinese,Sɛ wopɛ sɛ yɛsan de wo kɔ wo fie?,你想让我们送你回你家吗？
twi,chinese,w'afɔrebɔ no anyɛ kwa.,你的牺牲没有白费。
twi,chinese,Sɛ wubetumi akae bere a yɛkɔsraa asamoah bere a na onnya nnii mfe aduonu no?,你还记得我们拜访阿萨莫阿时他还是个十几岁的孩子吗？
twi,chinese,"yɛn nso yɛmpɛ yɛn afipamfo asɛm, na wɔmpɛ yɛn nso.",我们不喜欢我们的邻居，他们也不喜欢我们。
twi,chinese,obiara tee nka sɛ ɔwɔ ahobammɔ.,每个人都感到安全。
twi,chinese,yɛyɛ mmarima a yenni adagyew.,我们是大忙人。
twi,chinese,ɔbrɛ ntraso na ekum no.,他因劳累过度而死。
twi,chinese,ná osiesie ne ho te sɛ obaa a ɔtwa sine,她穿得像个演员。
twi,chinese,"sɛ wunyaa abotare kakra a, anka wubedi nkonim.",只要多一点耐心，你就可以成功。
twi,chinese,kwaku tɔɔ kar dapɛn a etwaam no.,kwaku 上周买了一辆车。
twi,chinese,wɔka kyerɛɛ no sɛ ɔnka nkyerɛ no na ɔnka dan no ho.,她被要求说服他粉刷房子。
twi,chinese,kwabena bɛyɛɛ obi a ɔbɛn yɛn paa.,夸贝纳走近了一些。
twi,chinese,w'ano yɛ kɔkɔɔ.,你的嘴唇是红色的。
twi,chinese,asamoah nyaa adwuma a na ɔpɛ no.,阿萨莫阿得到了他想要的工作。
twi,chinese,mehia wo wɔ ha.,我需要你在这里。
twi,chinese,ɛno aba awiei.,结束了。
twi,chinese,ɛsɛ sɛ meda so ara yi saa kuntu yi fi me mu.,我还得把这块地毯扔掉。
twi,chinese,kwaku pɛ sɛ yedi n'akyi.,夸库要我们跟着他。
twi,chinese,ne mmofraase yare bi maa n'ani furae.,童年时的一场疾病使她双目失明。
twi,chinese,asamoah fi akuraa ketewa bi a ɛwɔ atifi pɔtɛm.,阿萨莫阿来自北部的一个小村庄。
twi,chinese,nnipa binom nni abotare.,有些人没有耐心。
twi,chinese,yɛkɔɔ hɔ sɛ yɛrekɔtu mpase.,我们去散步了。
twi,chinese,kwaku hunahunaa yɛn.,夸库威胁我们。
twi,chinese,"ɔkwan bɛn so na woka sɛ ""ɔdɔ wɔ franse kasa mu?",“爱”用法语怎么说？
twi,chinese,me ho dwiriw me paa.,阿萨莫阿很崇拜我。
twi,chinese,ɔkae sɛ wagyaw ne bag wɔ fie.,他说他把钱包落在家里了。
twi,chinese,ma me sima baako.,等一下。
twi,chinese,onyinii koraa sɛ ɔbɛte ase.,他还太小，无法理解。
twi,chinese,mmofra awia ansa na wɔanantew.,婴儿在走路之前会爬行。
twi,chinese,nnipa pii baa n'ayi ase.,很多人参加了他的葬礼。
twi,chinese,ɔkɔɔ so dii akɔneaba.,他不停地来回走动。
twi,chinese,mommma yɛnntra ha nkyɛ.,我们不要在这里久留。
twi,chinese,meda so ara hu me maame anim.,我仍然可以看到妈妈的脸。
twi,chinese,baabiara a wobɛkɔ biara ɔbɛyɛ.,任何地方都可以。
twi,chinese,ɔkyerɛkyerɛfo no ka kyerɛɛ yɛn mpɛn pii.,老师一遍又一遍地告诉我们。
twi,chinese,ná n'asɛm no yɛ anigye.,他的故事很有趣。
twi,chinese,ɔka kyerɛɛ me sɛ memfa no nkɔ mmoa yɛmmea hɔ.,她建议我带他去动物园。
twi,chinese,ɛno yɛ anigyesɛm ma me.,这对我来说是个好消息。
twi,chinese,yɛ wie.,我们完成了。
twi,chinese,bra bɛtra ase.,进来坐下。
twi,chinese,ná ɛsɛ sɛ misi gyinae bi.,我必须做出选择。
twi,chinese,"ná ɔyɛ abofra, nanso na onsuro.",她还是个孩子，但她并不害怕。
twi,chinese,ɔne ne ba no faa teaseɛnam bi.,他和儿子一起放风筝。
